callsign,count,mean,std,min,max
WZZ507,61,1858.344262295082,477.10054444340847,1076.0,3112.0
EZY37JH,61,1927.950819672131,463.68956663661334,1258.0,2962.0
EZS57CL,61,1396.5081967213114,324.8298848603076,1020.0,2683.0
SEH7WA,61,1561.950819672131,337.28689203848944,979.0,2521.0
WMT766,61,1497.1147540983607,272.7148143122321,1028.0,2499.0
UBT70Z,61,1470.9180327868853,301.5340939861786,995.0,2884.0
EZY79TK,61,1613.344262295082,374.345735261131,1004.0,2893.0
WMT506,60,1411.5,325.0981338152674,1010.0,2726.0
EZY806,60,1767.2,386.88253374280697,1042.0,2807.0
JBU2104,60,1405.6166666666666,238.69035978251682,1001.0,2321.0
VLG2QN,60,1926.7333333333333,404.0835148897437,1174.0,2869.0
TSC122,60,1534.5166666666667,344.71439869356584,1062.0,2568.0
EZY91VJ,60,1942.9333333333334,373.73061388038894,1359.0,2676.0
NSZ3516,60,1809.0333333333333,378.798858421251,1106.0,2830.0
BAW2278,60,1981.5166666666667,449.06635694277196,1170.0,3133.0
EZY79RQ,60,1710.4166666666667,487.82729271139016,1031.0,3264.0
WMT84,60,1839.75,423.2117563087847,907.0,3184.0
VLG34RD,60,1618.9,343.91429263403126,1009.0,2575.0
WUK3W,60,1769.4833333333333,523.0290685011449,1197.0,3046.0
EZY72AP,60,1382.6166666666666,354.98126432615976,970.0,2861.0
WUK9494,60,1316.9166666666667,203.73572876435122,924.0,1811.0
VLG3ZZ,60,1725.4666666666667,507.6690322716992,806.0,3325.0
VLG49HR,60,1769.0333333333333,447.1792939123578,1180.0,3330.0
SXS1CW,60,1462.95,280.7157573786658,980.0,2250.0
VLG5WE,60,1693.9833333333333,499.3820755139624,982.0,3161.0
SXS2Y,60,1734.9166666666667,469.7206631737947,1009.0,2971.0
EJU56EQ,60,1841.55,433.2636268358827,1130.0,3022.0
VLG6307,60,1764.9666666666667,385.28554089480036,1136.0,2755.0
EZY83NR,60,1892.0333333333333,447.66963328438044,1129.0,3194.0
THY5GZ,60,1806.7,467.05457525987947,1046.0,3128.0
THY6PT,60,1613.9166666666667,349.9435446801053,1072.0,2562.0
AEA92UV,60,1799.3666666666666,381.9014411264551,1167.0,2898.0
WMT8AQ,59,1482.6949152542372,318.95558301935523,1018.0,2537.0
AEA36UJ,59,1864.6440677966102,417.7123974579451,1216.0,3005.0
EZY74XB,59,1716.6440677966102,464.9029473323869,956.0,2846.0
EZY14AV,59,1815.9322033898304,344.1394998025825,1276.0,2793.0
EZY71VC,59,1688.0169491525423,369.1457282338378,984.0,2582.0
CCA847,59,1460.2542372881355,285.2109680884358,1076.0,2223.0
CCA851,59,1436.2033898305085,308.6535151299982,1051.0,2563.0
EZY54ZL,59,1640.6271186440679,431.7823085890854,1058.0,3126.0
EZY46TU,59,1406.8813559322034,289.030846984322,957.0,2277.0
EZY32NP,59,2100.4406779661017,403.55234122710436,1487.0,3320.0
VLG915R,59,1562.6440677966102,328.03914625060054,992.0,2447.0
VLG8EK,59,1676.457627118644,373.6874649348635,1080.0,2514.0
UAE9W,59,1464.0,259.6326317092592,1021.0,2249.0
EJU83DK,59,1743.864406779661,476.67018372886247,1041.0,3312.0
VLG72UL,59,1777.9322033898304,362.18322017943365,1188.0,2655.0
EZY86NZ,59,1759.4406779661017,393.73574505937796,1023.0,2987.0
EFW6GW,59,1513.4915254237287,410.167307027912,973.0,2712.0
RAM802,59,1813.864406779661,493.1180336294652,942.0,3391.0
RYR6MZ,59,2025.5593220338983,444.10550436402946,1338.0,3026.0
NOZ32A,59,1796.1016949152543,401.61783579861145,1133.0,3153.0
RYR866H,59,1675.2881355932204,386.9619980828313,1177.0,2636.0
EZY97QL,59,1527.2881355932204,368.185581525154,1041.0,2509.0
QTR93M,59,1866.3389830508474,421.8508320349778,1123.0,3099.0
TAP1328,59,1573.7966101694915,337.4317698419278,930.0,2665.0
WUK5461,59,1782.2711864406779,369.950827604318,1266.0,2570.0
WUK3MK,59,1573.3389830508474,334.45945118743947,827.0,2501.0
WUK834,58,1548.7413793103449,451.37488058056226,988.0,2713.0
NSZ3510,58,1879.9137931034484,424.7119264962628,1065.0,2911.0
EJU71LP,58,1581.3620689655172,397.9712454690736,996.0,3098.0
SXS27W,58,1602.8275862068965,400.4761699956968,990.0,2719.0
RYR2YK,58,1903.3275862068965,351.36387835849615,1218.0,3025.0
RYR99LB,58,1838.2241379310344,366.14070936767104,1285.0,2737.0
SHT1481,58,2046.5689655172414,379.32928398243973,1452.0,3326.0
EZY43XC,58,2049.6724137931033,405.9603466907815,1305.0,3458.0
EZY24KW,58,1551.1896551724137,404.1686054674373,944.0,3054.0
EZY32ZR,58,1639.2758620689656,380.51072756638996,1023.0,2660.0
EZY31EJ,58,1563.4827586206898,354.94364471784786,1022.0,2512.0
NSZ5WU,58,1766.103448275862,368.7721061898394,1206.0,2750.0
VLG7822,58,1784.3275862068965,420.8379438871025,1200.0,3184.0
EFW5JJ,58,1502.1206896551723,408.45082065991943,1019.0,2677.0
KMM116,58,1354.0862068965516,284.4579507964663,1015.0,2275.0
WMT543,58,1794.8275862068965,440.1779599419225,999.0,2835.0
ICE6H,58,1773.603448275862,347.08409111293224,1171.0,2899.0
UAE7ER,58,1747.0689655172414,412.2294482049191,1050.0,3329.0
EZY95QG,57,1999.9473684210527,432.24387218050174,1106.0,2993.0
VLG7292,57,1729.6491228070176,425.148608103603,1163.0,2760.0
EZY96UZ,57,1913.719298245614,423.44846011164964,1345.0,3159.0
IBS3718,57,1863.3508771929824,527.1780836013329,983.0,3327.0
UBT78T,57,1619.4035087719299,402.5172516111719,953.0,3086.0
TSC728,57,1631.7894736842106,340.19347104899134,1131.0,2716.0
EZY17TF,57,1391.6842105263158,290.6851609249341,962.0,2673.0
VLG6305,57,1639.877192982456,404.0015501285431,945.0,3072.0
CES201,57,1404.701754385965,254.5002080347368,1041.0,2215.0
JBU43,57,1556.7368421052631,278.1870212590668,984.0,2260.0
RYR636L,56,1835.375,410.1969177890496,1318.0,3047.0
RYR2BF,56,2031.267857142857,491.9011538204299,1310.0,3458.0
VLG1AA,56,1752.4642857142858,576.3970526795416,1080.0,3251.0
RYR1ZG,56,1815.875,340.5616250468414,1147.0,2813.0
EZS89RA,56,1712.4107142857142,428.3491683952883,1088.0,2867.0
EJU94RQ,56,1806.9642857142858,336.1512627204774,1225.0,3048.0
EZY34QR,56,1414.0892857142858,313.8647813534134,938.0,2778.0
TAP1330,56,1776.4464285714287,435.48977316633676,1105.0,3231.0
BAW63H,56,1437.5714285714287,273.50957152225175,1076.0,2333.0
TAP34A,56,1523.875,337.8506965832958,1110.0,2605.0
EJU43PE,56,1736.1964285714287,401.4650633341861,919.0,2708.0
MAU42,56,1423.25,253.45196783611684,976.0,2018.0
EJU45BY,56,1543.9285714285713,298.28155443185847,918.0,2477.0
DAL62,56,1637.5714285714287,407.2854195610407,1020.0,2767.0
EZY78MR,56,1569.125,261.15603573342895,1166.0,2287.0
SWR5LV,56,1526.3392857142858,356.4299383806388,1024.0,2352.0
EJU8402,56,1253.142857142857,237.74473924560576,889.0,1991.0
EZY43RC,56,1232.642857142857,204.03800257184074,1013.0,1976.0
EFW50Z,55,1412.909090909091,411.0059597985156,914.0,3326.0
EZY62UL,55,1743.9272727272728,444.9755238606016,1024.0,2954.0
EJU92YV,55,1379.6363636363637,199.8737901440106,1031.0,1813.0
UAE7TR,55,1885.6909090909091,409.3690661533091,1268.0,2855.0
RYR66XZ,55,2035.0,406.3961304131903,1411.0,3434.0
BAW2JA,55,1668.8181818181818,434.5463403200191,1015.0,3035.0
EJU72CR,54,1604.2777777777778,439.1919001498466,1006.0,2764.0
EFW9NV,54,1384.9814814814815,453.34519692517114,959.0,2747.0
WZZ8680,54,1475.5740740740741,380.2181896858624,944.0,2397.0
RYR60FJ,54,1961.648148148148,369.1416436948202,1407.0,2970.0
IBS3714,54,1536.9444444444443,314.4072840307177,1096.0,2540.0
EZY45FM,54,1601.4259259259259,296.1784012261868,1041.0,2716.0
ITY216,54,1472.5,272.3132733965139,1070.0,2359.0
EZY72WU,54,1535.0925925925926,427.39501716656923,975.0,2704.0
EJU67RD,53,1621.188679245283,384.87780561366657,1116.0,2586.0
EZY95ER,53,1806.9811320754718,420.1948490588823,1134.0,3053.0
WMT8465,53,1487.7735849056603,424.8827277799691,953.0,2644.0
EJU16FG,53,1620.566037735849,362.7371112821327,1083.0,2492.0
TSC282,53,1601.4716981132076,345.8753445842761,1092.0,2714.0
EFW1FG,53,1794.3584905660377,397.46591989075097,1152.0,2768.0
WMT483,53,1540.622641509434,301.25763484835824,1040.0,2252.0
BAW2038,53,1519.9245283018868,333.27678777767863,1097.0,2840.0
BAW12TB,53,1792.188679245283,408.3119591969137,1247.0,3079.0
EZY45MK,53,1573.9056603773586,388.38562637543146,959.0,3301.0
EZY24FY,53,1473.5471698113208,461.33679362836165,996.0,2905.0
EJU49PA,52,1724.25,405.27757977300774,1000.0,2881.0
EJU45UP,52,1749.9615384615386,392.43737912044014,1163.0,2561.0
NOZ31F,52,1869.2115384615386,498.9203770235803,1127.0,3216.0
EZY83LM,52,1851.4807692307693,378.13761839633924,1313.0,2785.0
EZY63UZ,52,1675.0384615384614,314.2290885012586,1133.0,2832.0
QTR53W,52,1304.8076923076924,205.22212150583192,966.0,1891.0
EFW86R,52,1579.6153846153845,422.5841674533041,969.0,2714.0
EJU84FQ,52,1515.8653846153845,325.4910636312013,917.0,2373.0
EFW75J,52,1695.5961538461538,442.23160729952474,979.0,2865.0
EFW74V,52,1487.75,350.3224774908029,975.0,2702.0
EZY75NK,52,1585.0384615384614,320.2029969816305,1073.0,2878.0
EZY59FQ,52,1578.3076923076924,338.07288565943816,941.0,2506.0
VLG93RJ,52,1639.576923076923,381.8807608867524,1074.0,2571.0
CES6023,52,1821.576923076923,397.6893233271244,1178.0,2743.0
EZY53QK,51,1771.6274509803923,402.8879725573507,978.0,2565.0
EZY61ML,51,1637.5294117647059,426.8526843275641,1043.0,3277.0
EZY97JP,51,1490.8823529411766,435.23564408530797,981.0,2641.0
EJU76MG,51,1439.5294117647059,315.59419214815574,991.0,2287.0
EFW8RA,51,1542.2745098039215,394.3362564325717,967.0,2526.0
NOZ18Z,51,1942.7254901960785,427.72959114054163,978.0,2991.0
APK7578,51,1266.0196078431372,212.3504170182935,968.0,2264.0
EZY27EF,51,1679.9607843137255,460.3387431352836,1069.0,2730.0
EZY78MK,51,1375.2745098039215,366.01825519672497,1012.0,2494.0
EZY82JG,51,1404.549019607843,395.21514716546426,926.0,2407.0
EZY63GL,51,1602.6274509803923,428.9780395677296,927.0,2788.0
EFW75H,51,1390.5294117647059,344.7497267840064,857.0,2845.0
NSZ3520,51,1966.9803921568628,438.4567248975012,1186.0,3259.0
EFW59V,51,1463.6078431372548,376.23854552298985,994.0,2336.0
EJU92DC,50,1405.9,428.49267133494254,942.0,3030.0
VLG34LB,50,1800.02,477.5430951810549,1069.0,3074.0
EZY58AK,50,1402.72,267.2754476153004,1026.0,2531.0
EZY43CZ,50,1166.54,207.51348222735416,927.0,2126.0
EJU8078,50,1562.84,352.37603754616276,1004.0,2375.0
VLG6020,50,1494.14,333.5138224960374,914.0,2579.0
EZY51UT,50,1512.08,437.99840834674933,1013.0,2966.0
EZY32BR,50,1460.58,311.05115334941297,1036.0,2427.0
NSZ59T,50,1966.76,479.20186875721595,1139.0,3057.0
EZY93NG,50,1323.88,271.2793303995732,985.0,2325.0
EZY68DR,50,1796.28,409.8232092709524,1164.0,2686.0
NOZ16Y,50,1583.68,332.06481049239005,1168.0,2806.0
EZY29AM,49,1680.061224489796,293.36108354745363,1289.0,2655.0
BTI6BL,49,1883.0204081632653,350.5309954076766,1191.0,2661.0
NOZ6PW,49,1972.3265306122448,420.98913227041373,1200.0,3141.0
VLG7DL,49,1690.4897959183672,458.04917505515436,1169.0,3334.0
EJU76YG,49,1721.6530612244899,469.62855672596936,984.0,2953.0
BAW2202,49,1543.6122448979593,310.4119451314206,1127.0,2388.0
SVA101,49,1756.4489795918366,379.4374158553956,1024.0,3128.0
BTI6G1,49,1730.8979591836735,312.3550493761039,1128.0,2308.0
EZY56HB,49,1646.9591836734694,398.4350615838416,1048.0,2791.0
NOZ36C,49,1819.857142857143,401.322501238094,1181.0,3088.0
VLG38AU,49,1666.3469387755101,465.85980325900306,1032.0,3354.0
EZY18HN,49,1662.0816326530612,449.35174774031856,1084.0,3122.0
EZS8496,48,1795.2916666666667,425.01959696162066,1010.0,2814.0
EZY31YV,48,1531.2916666666667,382.3584125840033,1079.0,3056.0
EZY82ET,48,2078.0208333333335,536.856076025268,1353.0,3349.0
BAW2817,48,1377.375,338.72128911854315,906.0,2545.0
EZY95BU,48,1762.8541666666667,450.1242849449063,1154.0,3409.0
EZY35EF,48,1739.6458333333333,455.8849467388899,1087.0,3336.0
EZY56JL,48,2004.25,383.63926429183834,1273.0,3190.0
EZY78HP,48,1598.0,355.3026878592393,1014.0,2488.0
EZY53YR,48,1474.1875,423.68849738829226,1001.0,3032.0
EZY71MH,48,1574.5625,412.52671899281717,1074.0,3127.0
EZY37FC,48,1276.6041666666667,274.80482354955,975.0,2359.0
UBT71Y,47,1539.063829787234,234.95007834739843,1218.0,2182.0
EZY31BG,47,1525.0851063829787,235.82554622351435,1250.0,2448.0
EFW96I,47,1836.1914893617022,469.55601778599106,1095.0,3439.0
EZY93FD,47,1557.0851063829787,398.58913300198117,836.0,2790.0
EJU36DW,47,1792.7021276595744,444.6569715934734,1172.0,3329.0
EZY416F,47,1514.2553191489362,341.04739362638793,1002.0,2306.0
EFW2RW,46,1544.5652173913043,375.71275388247295,961.0,2585.0
THY1159,46,1487.6521739130435,301.75289503472163,1060.0,2758.0
EZY24KG,46,1536.5869565217392,458.2793217187263,1062.0,2830.0
EZY43DK,46,1640.7173913043478,501.8953703730812,950.0,3133.0
EZY13HL,46,1569.2173913043478,364.6047426426156,1135.0,3115.0
UBT72X,46,1385.8260869565217,244.8645252967287,992.0,2158.0
THY3TK,45,1791.9777777777779,398.4005230514598,1132.0,2944.0
EFW58W,45,1495.4444444444443,284.73572719880866,1082.0,2262.0
VLG414J,45,1752.0666666666666,518.8737103310664,1122.0,3192.0
EZY54HX,45,1544.0666666666666,297.3496870077995,1053.0,2619.0
EJU43FB,45,1798.4,457.4494209497621,1124.0,3019.0
EFW3XB,45,1650.3777777777777,362.67981677362405,1101.0,2565.0
EFW7SN,45,1383.4888888888888,417.13517659813294,962.0,3033.0
EZY19XV,44,1496.909090909091,369.32199464611756,1037.0,2509.0
EZY18DP,44,1447.340909090909,354.3048840273952,910.0,2730.0
EZY93XM,44,1160.159090909091,136.55188011135195,972.0,1499.0
EFW1SM,44,1742.2045454545455,394.7699700853447,1057.0,2764.0
VLG86EJ,44,1665.5227272727273,353.3456367444524,1143.0,2618.0
EZY34PL,43,1698.6511627906978,450.91446151765706,1118.0,2721.0
EZE53NL,43,1974.4883720930231,413.33074339202136,1398.0,2920.0
EZY59UC,43,1787.6279069767443,374.3227550082195,1171.0,2400.0
EZY23UB,43,1576.3720930232557,352.14370870939916,969.0,2540.0
EZY46WY,43,1604.5813953488373,469.78902217901106,1062.0,3167.0
VLG8944,43,1598.906976744186,485.8472625931052,991.0,3003.0
EZY79BK,43,1339.3720930232557,256.46451748042523,1049.0,2657.0
EJU38NJ,43,1874.3720930232557,404.4256964691569,1117.0,2825.0
EZY81DJ,42,1269.047619047619,323.8103142710854,964.0,3040.0
TAP36C,42,1860.1190476190477,400.31153736235524,1099.0,2815.0
EZY35ZL,42,1297.2857142857142,250.4723621104426,1043.0,2376.0
NSZ3518,42,1845.5238095238096,412.0009612879644,1222.0,3219.0
WMT9ZS,42,1607.142857142857,519.6865646094192,995.0,2960.0
EZS8476,42,1274.5238095238096,223.53449432019931,990.0,1717.0
EZY78FY,42,1480.404761904762,341.01398723361234,958.0,2579.0
EZY45KR,42,1621.2380952380952,324.58955767612264,1170.0,2288.0
UBT70N,42,1812.5238095238096,399.7877020824341,1264.0,3047.0
WZZ1158,41,1804.1707317073171,315.8440993939119,1162.0,2476.0
EZY74QD,41,1148.341463414634,136.71880078396268,996.0,1627.0
EZY74AP,41,1594.5365853658536,461.45693718704547,1101.0,3050.0
EFW67P,41,1466.3658536585365,371.2856552640811,968.0,2356.0
BAW5KW,41,1580.5365853658536,378.0491434695346,997.0,2710.0
EZY34YQ,41,1747.9268292682927,325.7559968936798,1226.0,2452.0
EZY63EA,41,1685.7560975609756,474.5312308208915,1074.0,3195.0
EZY8106,41,1185.5365853658536,153.90891747409825,892.0,1920.0
EZY96LY,41,1766.8048780487804,405.35035583506,1020.0,2661.0
EJU34NU,41,2056.560975609756,466.12729209843997,1220.0,3004.0
NOZ34G,40,1803.05,405.5758141527192,1146.0,3301.0
FHY1503,40,1650.225,307.13460571163426,1034.0,2267.0
SIA312,40,1362.25,236.12477687953518,1022.0,1967.0
EFW1LS,40,1655.275,470.9040942969609,965.0,2746.0
EZY16JM,40,1842.5,435.84018477724914,1176.0,3044.0
EZY56YN,40,1552.6,384.17896470665454,1062.0,2584.0
EZY24ZV,40,1694.875,401.5410179577724,1139.0,2950.0
VLG6208,39,1796.051282051282,442.6070461492278,1102.0,2677.0
EZY51RK,39,1509.6410256410256,445.26015382963925,923.0,2627.0
EZY87AM,39,1802.1538461538462,463.8630434480883,1125.0,3242.0
EZY62RQ,39,1515.7948717948718,236.6786828600706,1088.0,2058.0
EJU8127,39,1678.3589743589744,509.31706013669793,978.0,3349.0
EZY82MW,39,1559.5897435897436,494.60477140039575,957.0,2941.0
VLG6206,39,1723.4358974358975,410.59999710768534,1064.0,2889.0
EFW4FI,39,1320.179487179487,390.02785810050403,955.0,2670.0
EZY17UK,39,1553.974358974359,431.602978330993,804.0,2566.0
EZY23DR,39,1399.923076923077,382.1494874643047,974.0,2810.0
EFW5BH,39,1575.0,376.5272758694702,1005.0,2788.0
EZY41DM,38,1698.2631578947369,452.9842002023927,971.0,2836.0
EZY47NW,38,1334.157894736842,375.44125580123756,996.0,2869.0
EZY59MQ,38,1706.7105263157894,416.93968115788624,1121.0,2668.0
EFW7IS,38,1790.3157894736842,525.1998386850146,1060.0,3395.0
EFW61U,38,1819.4473684210527,387.0181710496515,1148.0,2578.0
EZY68HN,38,1309.8947368421052,358.07984837098587,819.0,2599.0
EZY39GN,38,1609.3684210526317,422.10888956700916,983.0,2547.0
BAW925,38,2118.815789473684,521.9207175612308,1480.0,3311.0
EZE57NL,38,1796.078947368421,301.45981593885614,1410.0,2639.0
EZY63AL,38,1397.2631578947369,220.35299496434845,935.0,2048.0
EZY96CT,38,1594.1052631578948,423.39635698324764,1041.0,2788.0
EZE51NL,38,1998.7631578947369,287.96052978504275,1500.0,2764.0
EZY98NB,38,1597.842105263158,380.94232565642943,1030.0,2646.0
EFW4PL,38,1558.5,401.17258872702905,1112.0,2878.0
EZY75RP,37,1725.918918918919,290.84678845459916,1338.0,2685.0
WMT2890,37,1696.162162162162,487.152925653714,1054.0,2926.0
EFW45U,37,1322.081081081081,267.57183649944864,927.0,2514.0
EZY49BJ,37,1783.4594594594594,474.65090063906706,1034.0,3052.0
NOZ1308,37,1841.2432432432433,426.87003001208996,1290.0,2698.0
EZY72XQ,37,1481.5675675675675,381.01637034971924,980.0,2890.0
EZY73AQ,37,1581.5675675675675,439.9871551496665,1120.0,2749.0
EFW83X,37,1810.5945945945946,456.029205903127,1098.0,3026.0
EZY84EP,37,1286.027027027027,295.75322732215693,898.0,2302.0
EFW4YR,37,1347.5675675675675,265.45166336940815,950.0,2240.0
EZY79KL,37,1210.3783783783783,225.33411628948684,961.0,2054.0
EZY35GT,36,1597.5277777777778,303.5962060850009,1101.0,2516.0
EZY71EZ,36,1897.0555555555557,422.24752012767135,1393.0,2768.0
EZY48XH,36,2022.5,471.60513143942785,1411.0,3302.0
EJU43HU,36,1719.8055555555557,413.8151291471967,1046.0,2844.0
EFW2FC,36,1414.6666666666667,419.08696676738316,860.0,2811.0
EZY78EP,35,1415.0857142857142,412.2038595752586,952.0,2879.0
EZY12QA,35,1326.4571428571428,307.3045378636584,905.0,2614.0
EFW0CQ,35,1320.7428571428572,285.5632558808008,917.0,2371.0
EFW93J,35,1527.9714285714285,493.8740900338088,996.0,2804.0
EZY23WJ,35,1379.142857142857,287.52218767142364,1016.0,2258.0
WJA24,35,1846.3428571428572,361.3648915901344,1184.0,2634.0
EFW89Y,35,1633.4857142857143,408.85358888342546,1088.0,3116.0
EZY76RJ,35,1456.3428571428572,461.61264273498085,1022.0,3070.0
EZY65QB,35,1344.7142857142858,407.18203556153316,954.0,2808.0
NSZ51M,35,1755.0,343.93356061548724,1220.0,3099.0
EZY76BZ,35,1702.0857142857142,377.2088960516496,1105.0,2445.0
EZY85MJ,35,1494.6,511.80190331347353,980.0,2824.0
WUK987,35,1554.4571428571428,356.16596782771853,994.0,2520.0
EFW0RU,35,1374.0857142857142,373.3756483622305,966.0,2404.0
EZY16RM,35,1496.2,426.5158986071983,1057.0,2902.0
VLG66XV,35,1426.2571428571428,241.88467632046363,1057.0,2286.0
LBT844,34,1658.4117647058824,514.4144725358796,953.0,3111.0
EZY82TL,34,1572.2941176470588,328.7878130724365,1063.0,2146.0
EZY81UD,34,1597.1176470588234,521.729278731034,975.0,3353.0
EZY39ED,34,1408.1470588235295,273.3977158860209,1025.0,2125.0
NSZ2766,34,1838.735294117647,428.644962136571,1308.0,2966.0
VLG722U,34,1595.5588235294117,365.190709096898,1034.0,2593.0
EFW91S,34,1543.0588235294117,412.2732942626898,1071.0,2918.0
BTI87V,34,1727.6176470588234,370.14485409428266,1083.0,2829.0
EFW3WG,34,1615.9117647058824,385.81400509061905,1005.0,2372.0
WUK9818,34,1692.235294117647,492.0583889240351,864.0,2645.0
EZY68NW,34,1713.3235294117646,480.8526971945639,1070.0,2934.0
EZY32JU,34,1678.7941176470588,496.3064656471213,1081.0,3071.0
EZY86VG,34,1469.9117647058824,368.8495930343965,973.0,2476.0
EZY34GK,34,1491.0588235294117,323.9003719979218,1116.0,2500.0
EFW2795,33,1334.5151515151515,366.30222504887627,1006.0,2849.0
EZY26EJ,33,1518.8181818181818,369.78789989545487,1002.0,2756.0
NOZ4DE,33,1606.4242424242425,344.9703819082725,1059.0,2872.0
EFW64C,33,1850.6060606060605,524.3781400021564,884.0,3251.0
EFW0BP,33,1636.060606060606,453.79283127008654,1037.0,2851.0
EZY93AJ,33,1512.1818181818182,426.52128130855425,921.0,2973.0
EZY54YB,33,1846.4848484848485,445.8980489705664,990.0,2806.0
EZY21GL,32,1216.34375,240.60710972454658,929.0,2156.0
EZY37TP,32,1615.3125,398.45147334763766,953.0,2694.0
EZY29QT,32,1441.625,362.59821806227274,1033.0,3053.0
EZY47CV,32,1273.0,352.83963276765394,961.0,2337.0
RYR2714,32,1743.90625,550.6234800059575,1015.0,3161.0
EZY18UV,32,1687.34375,411.8888520114259,979.0,2570.0
EZY19YG,32,1359.75,315.6672400671519,948.0,2379.0
TAR792,32,1411.84375,322.7617826614146,1010.0,2337.0
EZY83LH,32,1794.96875,507.65504444772915,998.0,2822.0
EZY67RE,32,1371.03125,385.37468021812987,1025.0,2915.0
BAW2066,32,1178.0,156.99578790322633,989.0,1746.0
VLG7GM,32,1642.09375,445.48374282454773,964.0,2763.0
EZY34MV,31,1456.5806451612902,377.0272115903173,983.0,2239.0
EZY42JG,31,1362.483870967742,280.24856478582745,976.0,2434.0
VLG9SU,31,1278.8064516129032,168.47916178859998,1073.0,1762.0
EZY61TY,31,1739.0,456.1099282702216,1030.0,2859.0
EZY61XA,31,1298.4516129032259,417.8537095451531,995.0,2745.0
EZY34JC,31,1491.1935483870968,387.4524847732805,992.0,2480.0
EZY68JD,31,1685.7096774193549,408.2360586350653,1163.0,2546.0
AIC177,31,1991.258064516129,510.8776740565812,1164.0,3272.0
EZY25YR,31,1563.0645161290322,438.921400365629,998.0,2487.0
EZY65LG,31,1881.2903225806451,408.76058139603657,1264.0,2612.0
EZY25RL,30,1473.7333333333333,460.14487473743145,975.0,2924.0
EZY81FG,30,1794.0666666666666,474.48984824962696,1104.0,2817.0
EZY39WB,30,1541.2,467.2762160317659,1040.0,2771.0
WUK162,30,1295.4333333333334,357.4592027199683,978.0,2225.0
EZY47RP,30,1281.8,305.7431195831131,977.0,2553.0
EFW9VY,30,1640.3666666666666,462.72070099190154,1015.0,2831.0
ETH718,30,1391.0333333333333,242.1093345682019,1045.0,1967.0
EZY47TQ,30,1620.2,467.1824866816702,992.0,2578.0
EZY85DL,30,1297.5666666666666,296.7048554782476,954.0,2116.0
EZY13DE,30,1850.8333333333333,394.0441147483566,1191.0,2658.0
EZY94TX,30,1611.6,434.16075205007843,1132.0,2647.0
EFW5SL,30,1802.6333333333334,506.72031892277164,1061.0,3350.0
EZY28ER,30,1603.7333333333333,517.2004835940169,982.0,2969.0
BAW923,30,2152.3333333333335,400.132248252942,1229.0,3052.0
EZY39LR,30,1654.1,380.350867960914,1050.0,2333.0
EZY31KZ,29,1156.1379310344828,157.21475851702507,945.0,1724.0
BAW22KC,29,1763.4137931034484,366.12844323517504,1265.0,2858.0
EZY38MP,29,1189.3793103448277,173.8245038194524,892.0,1641.0
BAW2238,29,1289.1724137931035,236.41595742696464,933.0,2315.0
EZY96WP,29,1375.6206896551723,413.08088223849813,927.0,2565.0
EZY28XD,29,1977.344827586207,403.81637232977107,1344.0,2736.0
EZY79LQ,29,1388.7241379310344,373.19277827108954,981.0,2982.0
EFW1YZ,28,1446.2857142857142,363.46866563635285,1017.0,2708.0
EZY91NM,28,1536.642857142857,207.61328264895562,1141.0,2135.0
EZY56CL,28,1208.642857142857,205.88044252370503,974.0,1663.0
EZY71VB,28,1370.9285714285713,405.29138384637025,813.0,2868.0
EZY16KJ,28,1582.5714285714287,441.82202119484543,997.0,2603.0
EFW63N,28,1235.9285714285713,230.0510295357884,976.0,2004.0
BAW25K,28,1593.8214285714287,346.74850033817376,920.0,2321.0
EZY37MF,27,1765.037037037037,462.35538125504564,1231.0,2980.0
EFW4KL,27,1532.6296296296296,221.67598463803466,1139.0,2051.0
EZY95DZ,27,1449.4814814814815,380.1163152318157,952.0,2471.0
EZY64WT,27,1527.7777777777778,311.3632967517247,1066.0,2219.0
EZY21LR,27,1920.4814814814815,444.1192988003916,1307.0,2845.0
EZY8038,27,1204.888888888889,93.2244328048976,955.0,1376.0
AUR600A,26,1795.5,355.8169473198262,1153.0,2717.0
EZY28UJ,26,1303.1923076923076,249.58974646099054,988.0,1981.0
VLG6XR,26,1718.3461538461538,499.5898271428426,1158.0,2890.0
MAC101,26,1728.5,481.7670183812918,1155.0,2738.0
WUK99CJ,26,1626.6153846153845,400.15327832450174,1182.0,2721.0
NSZ4900,26,1978.1538461538462,380.30794809550764,1252.0,2759.0
EZY46PG,26,1813.076923076923,342.1756184273711,1337.0,2654.0
EZY18EV,26,1387.0,320.18732017367586,1013.0,2696.0
AHY107,26,1546.8461538461538,267.4348806431491,1130.0,2084.0
EZY52NR,26,1333.0,332.71296938953253,848.0,2087.0
WUK932R,26,1336.923076923077,350.0521016165363,976.0,2470.0
EZY38UA,26,1756.5,372.239949494946,1252.0,2703.0
EZY59QB,26,1191.6153846153845,143.63762095581419,970.0,1530.0
EZY62EZ,26,1327.576923076923,212.06492837372673,816.0,1807.0
EZY73AJ,26,1132.8461538461538,115.97506363272834,966.0,1381.0
RYR9YB,25,1766.36,345.54400105727,1246.0,2612.0
EZY47YE,25,1678.88,282.62450353782145,1203.0,2246.0
EZY43ZP,25,1561.0,413.31596065641276,1015.0,2415.0
EZY63GP,25,1828.44,556.3007340159337,1166.0,3433.0
EFW8XD,25,1656.6,367.6915600518094,1191.0,2835.0
