callsign,count,mean,std,min,max
EZY51UV,4,1202.25,166.63408014768967,1014.0,1385.0
EZY63UE,4,1232.25,174.43504044008282,1072.0,1393.0
EZY48EJ,4,1393.5,238.12391732037338,1089.0,1586.0
EFW5OH,3,1561.3333333333333,256.3987779482058,1266.0,1727.0
EZY8671,3,1495.6666666666667,210.24350961048316,1256.0,1649.0
EJU8408,3,1620.3333333333333,180.88762625821963,1508.0,1829.0
EJU8359,3,1227.0,141.90489773083945,1075.0,1356.0
EZY9008,3,1974.0,1241.5389643502938,1171.0,3404.0
EZY8066,3,1563.6666666666667,307.7991769536321,1294.0,1899.0
EFW2793,3,1209.0,178.50210082797346,1031.0,1388.0
EZY8142,3,1140.0,72.38093671679029,1058.0,1195.0
EFW9759,3,1435.0,251.42792207708357,1159.0,1651.0
EJU51MC,3,1175.3333333333333,191.2624723601923,998.0,1378.0
EZY87FW,3,1273.3333333333333,214.50485619988496,1113.0,1517.0
TOM7NK,3,1075.3333333333333,47.05670338361295,1022.0,1111.0
EZY9660,3,1563.0,445.76787681482836,1050.0,1856.0
APK7576,3,1365.0,33.04542328371661,1327.0,1387.0
EZY6486,3,1962.3333333333333,636.2077752851919,1491.0,2686.0
EZY6454,3,1237.6666666666667,78.00854654032041,1183.0,1327.0
EFW9OY,2,1414.5,133.64318164425748,1320.0,1509.0
EFW9750,2,1661.5,709.2281015301072,1160.0,2163.0
EFW9751,2,1746.5,532.4514062334703,1370.0,2123.0
EZY8744,2,1493.0,311.1269837220809,1273.0,1713.0
EZY8127,2,1645.0,862.670273047588,1035.0,2255.0
BAW9608,2,1185.5,6.363961030678928,1181.0,1190.0
FHY1515,2,1999.5,290.62088706767105,1794.0,2205.0
EZY9940,2,1373.0,192.33304448274092,1237.0,1509.0
EZY9946,2,1286.0,149.90663761154806,1180.0,1392.0
N578JG,2,2411.0,340.82546853191593,2170.0,2652.0
EZY9948,2,2062.0,862.670273047588,1452.0,2672.0
EZY9186,2,1162.0,222.03152929257593,1005.0,1319.0
EJU8379,2,1439.5,34.64823227814083,1415.0,1464.0
EZY9848,2,1772.5,1088.2373362460967,1003.0,2542.0
AUR2608,2,2052.0,883.8834764831844,1427.0,2677.0
EZY9746,2,1267.5,60.10407640085654,1225.0,1310.0
EZY9218,2,1449.5,538.1082604829627,1069.0,1830.0
EZY9844,2,2664.0,229.1025971044414,2502.0,2826.0
EZY8092,2,1070.0,130.10764773832474,978.0,1162.0
EZY9408,2,1614.0,240.41630560342617,1444.0,1784.0
TOM915P,2,1528.0,69.29646455628166,1479.0,1577.0
LAV8144,2,1616.5,181.7264427649427,1488.0,1745.0
EFW2681,2,1753.0,161.22034611053283,1639.0,1867.0
NOZ1342,2,1649.5,215.667568261897,1497.0,1802.0
VJT527,2,1730.0,397.39401102683973,1449.0,2011.0
EZY9604,2,1348.5,415.0716805565034,1055.0,1642.0
EAI923,2,2156.0,625.0823945689081,1714.0,2598.0
EJU8728,2,1236.5,88.38834764831844,1174.0,1299.0
TOM4XE,2,1531.0,113.13708498984761,1451.0,1611.0
SIO618,1,1395.0,,1395.0,1395.0
EZY61NP,1,1332.0,,1332.0,1332.0
EZY5906,1,1749.0,,1749.0,1749.0
VJH247,1,1096.0,,1096.0,1096.0
VJT720,1,1288.0,,1288.0,1288.0
VJH784,1,1260.0,,1260.0,1260.0
EZY6310,1,1159.0,,1159.0,1159.0
EZE930,1,1993.0,,1993.0,1993.0
EZY19JR,1,1191.0,,1191.0,1191.0
EZE9301,1,1720.0,,1720.0,1720.0
UAL907,1,1052.0,,1052.0,1052.0
EZE53LN,1,1617.0,,1617.0,1617.0
EZE51LN,1,2608.0,,2608.0,2608.0
EZE306,1,1974.0,,1974.0,1974.0
EYZ81DJ,1,1661.0,,1661.0,1661.0
EUP421,1,2330.0,,2330.0,2330.0
ETD5SJ,1,1894.0,,1894.0,1894.0
SNM922,1,2544.0,,2544.0,2544.0
ENT531P,1,1099.0,,1099.0,1099.0
ENT552P,1,1533.0,,1533.0,1533.0
EZE955,1,1481.0,,1481.0,1481.0
UBT9704,1,1200.0,,1200.0,1200.0
UBT972,1,1128.0,,1128.0,1128.0
ENT545P,1,1781.0,,1781.0,1781.0
VJT768,1,1427.0,,1427.0,1427.0
RYR60JF,1,1669.0,,1669.0,1669.0
VLG202P,1,1119.0,,1119.0,1119.0
WMT401,1,2211.0,,2211.0,2211.0
BRO980B,1,1080.0,,1080.0,1080.0
BLX985P,1,1148.0,,1148.0,1148.0
WMT6303,1,1398.0,,1398.0,1398.0
BAW9755,1,1039.0,,1039.0,1039.0
BAW9607,1,1678.0,,1678.0,1678.0
BAW9606,1,1495.0,,1495.0,1495.0
BAW9604,1,1163.0,,1163.0,1163.0
BAW9602,1,1433.0,,1433.0,1433.0
BAW931,1,2268.0,,2268.0,2268.0
BAW2810,1,1246.0,,1246.0,1246.0
BAW2639,1,1087.0,,1087.0,1087.0
BAW2040,1,1413.0,,1413.0,1413.0
BAW2034,1,1326.0,,1326.0,1326.0
AWC42,1,1790.0,,1790.0,1790.0
AWC392,1,2129.0,,2129.0,2129.0
AWC32,1,2138.0,,2138.0,2138.0
AWC262,1,1981.0,,1981.0,1981.0
AUR806A,1,2041.0,,2041.0,2041.0
AUR61OA,1,1358.0,,1358.0,1358.0
AUR600,1,1770.0,,1770.0,1770.0
AUR43B,1,1938.0,,1938.0,1938.0
AUR2610,1,3043.0,,3043.0,3043.0
ARL628,1,1627.0,,1627.0,1627.0
CAI9007,1,1493.0,,1493.0,1493.0
CES201A,1,1874.0,,1874.0,1874.0
ENT507,1,1427.0,,1427.0,1427.0
WMT2803,1,1376.0,,1376.0,1376.0
EMC3,1,1687.0,,1687.0,1687.0
EJU9044,1,1757.0,,1757.0,1757.0
EJU8691,1,2375.0,,2375.0,2375.0
SUS9011,1,1691.0,,1691.0,1691.0
EJU8440,1,1359.0,,1359.0,1359.0
EJU8412,1,2005.0,,2005.0,2005.0
SYG042T,1,2799.0,,2799.0,2799.0
VLG602D,1,1956.0,,1956.0,1956.0
TOM994P,1,1220.0,,1220.0,1220.0
EJU8084,1,1364.0,,1364.0,1364.0
EFW9758,1,3172.0,,3172.0,3172.0
EFW86D,1,1286.0,,1286.0,1286.0
EFW54Q,1,1458.0,,1458.0,1458.0
EFW50H,1,1330.0,,1330.0,1330.0
EFW2741,1,1594.0,,1594.0,1594.0
EFW2715,1,1816.0,,1816.0,1816.0
EFW2683,1,1390.0,,1390.0,1390.0
EFW1LD,1,1531.0,,1531.0,1531.0
E59FQ,1,1385.0,,1385.0,1385.0
VTB222,1,2043.0,,2043.0,2043.0
VXS4,1,2692.0,,2692.0,2692.0
DCAWX,1,1570.0,,1570.0,1570.0
CFE9761,1,1334.0,,1334.0,1334.0
TOM997P,1,2508.0,,2508.0,2508.0
SCO097,1,1121.0,,1121.0,1121.0
TOM992P,1,1749.0,,1749.0,1749.0
EZY9834,1,2061.0,,2061.0,2061.0
EZY9744,1,1294.0,,1294.0,1294.0
EZY9740,1,1217.0,,1217.0,1217.0
EZY9656,1,1853.0,,1853.0,1853.0
EZY9636,1,1798.0,,1798.0,1798.0
EZY9602,1,1925.0,,1925.0,1925.0
EZY9572,1,1600.0,,1600.0,1600.0
EZY9568,1,1305.0,,1305.0,1305.0
EZY9556,1,1122.0,,1122.0,1122.0
EZY9524,1,1922.0,,1922.0,1922.0
EZY9514,1,1230.0,,1230.0,1230.0
EZY9478,1,1361.0,,1361.0,1361.0
EZY9424,1,1571.0,,1571.0,1571.0
EZY9422,1,2003.0,,2003.0,2003.0
EZY9404,1,1807.0,,1807.0,1807.0
EZY9310,1,2021.0,,2021.0,2021.0
EZY9242,1,1654.0,,1654.0,1654.0
EZY9236,1,1474.0,,1474.0,1474.0
EZY9222,1,1840.0,,1840.0,1840.0
EZY9216,1,1348.0,,1348.0,1348.0
EZY9214,1,1855.0,,1855.0,1855.0
EZY9212,1,1750.0,,1750.0,1750.0
EZY9198,1,1612.0,,1612.0,1612.0
EZY9184,1,1940.0,,1940.0,1940.0
EZY9138,1,1496.0,,1496.0,1496.0
EZY9130,1,1112.0,,1112.0,1112.0
EZY9812,1,2350.0,,2350.0,2350.0
EZY9914,1,1989.0,,1989.0,1989.0
TOM990P,1,2910.0,,2910.0,2910.0
EZY9918,1,2354.0,,2354.0,2354.0
RAM8814,1,1219.0,,1219.0,1219.0
QQE735,1,1413.0,,1413.0,1413.0
PTN958V,1,1898.0,,1898.0,1898.0
PAC9107,1,1384.0,,1384.0,1384.0
OELUF,1,2011.0,,2011.0,2011.0
NSZ8530,1,1322.0,,1322.0,1322.0
NJE948H,1,1570.0,,1570.0,1570.0
NBT902,1,1569.0,,1569.0,1569.0
N7777U,1,1626.0,,1626.0,1626.0
N540LF,1,1136.0,,1136.0,1136.0
MMD22,1,1607.0,,1607.0,1607.0
MAU7042,1,1422.0,,1422.0,1422.0
MAU6042,1,1499.0,,1499.0,1499.0
MAU5042,1,1522.0,,1522.0,1522.0
MAU4042,1,1130.0,,1130.0,1130.0
MAU2042,1,1718.0,,1718.0,1718.0
LBT848,1,1161.0,,1161.0,1161.0
LAV966P,1,1223.0,,1223.0,1223.0
ITY226,1,3098.0,,3098.0,3098.0
HFM862,1,1932.0,,1932.0,1932.0
FYL43MA,1,1152.0,,1152.0,1152.0
FXT60A,1,1157.0,,1157.0,1157.0
EZY9992,1,1030.0,,1030.0,1030.0
EZY9974,1,2404.0,,2404.0,2404.0
EZY9950,1,1260.0,,1260.0,1260.0
EZY9124,1,1469.0,,1469.0,1469.0
EZY9081,1,1159.0,,1159.0,1159.0
EZY9014,1,1167.0,,1167.0,1167.0
EZY9012,1,1510.0,,1510.0,1510.0
TOM808P,1,1273.0,,1273.0,1273.0
EZY7196,1,1358.0,,1358.0,1358.0
RYR86H,1,1293.0,,1293.0,1293.0
TOM1EB,1,1813.0,,1813.0,1813.0
EZY6568,1,1304.0,,1304.0,1304.0
ROJ004,1,1301.0,,1301.0,1301.0
EZY6403,1,1264.0,,1264.0,1264.0
TOM902P,1,1951.0,,1951.0,1951.0
TOM906P,1,2393.0,,2393.0,2393.0
TOM907P,1,1332.0,,1332.0,1332.0
TOM916P,1,1622.0,,1622.0,1622.0
TOM918P,1,2472.0,,2472.0,2472.0
TOM919P,1,1262.0,,1262.0,1262.0
TOM931P,1,2114.0,,2114.0,2114.0
TOM941P,1,1421.0,,1421.0,1421.0
TOM944P,1,2418.0,,2418.0,2418.0
TOM949P,1,1515.0,,1515.0,1515.0
TOM950P,1,1644.0,,1644.0,1644.0
TOM956P,1,1630.0,,1630.0,1630.0
TOM959P,1,2166.0,,2166.0,2166.0
TOM966P,1,2352.0,,2352.0,2352.0
TOM969P,1,1547.0,,1547.0,1547.0
TOM971P,1,1637.0,,1637.0,1637.0
EZY6316,1,1605.0,,1605.0,1605.0
TOM986P,1,1440.0,,1440.0,1440.0
EZY8094,1,1418.0,,1418.0,1418.0
EZY8096,1,1223.0,,1223.0,1223.0
EZY8204,1,2651.0,,2651.0,2651.0
EZY8622,1,2359.0,,2359.0,2359.0
EZY9010,1,1221.0,,1221.0,1221.0
EZY9009,1,1283.0,,1283.0,1283.0
EZY9007,1,1894.0,,1894.0,1894.0
RYR66XY,1,2567.0,,2567.0,2567.0
EZY892,1,1862.0,,1862.0,1862.0
EZY8794,1,1194.0,,1194.0,1194.0
EZY8754,1,1453.0,,1453.0,1453.0
EZY8746,1,942.0,,942.0,942.0
TOM6CH,1,1048.0,,1048.0,1048.0
EZY8658,1,1147.0,,1147.0,1147.0
EZY8654,1,982.0,,982.0,982.0
EZY8574,1,2025.0,,2025.0,2025.0
EZY8210,1,1302.0,,1302.0,1302.0
EZY8544,1,1146.0,,1146.0,1146.0
EZY8528,1,1610.0,,1610.0,1610.0
TOM710P,1,2154.0,,2154.0,2154.0
EZY8514,1,1317.0,,1317.0,1317.0
RYR737,1,1800.0,,1800.0,1800.0
EZY8494,1,1013.0,,1013.0,1013.0
EZY848,1,1830.0,,1830.0,1830.0
EZY8476,1,1689.0,,1689.0,1689.0
EZY8469,1,1658.0,,1658.0,1658.0
EZY844,1,1167.0,,1167.0,1167.0
EZY8430,1,2629.0,,2629.0,2629.0
ABV738P,1,1706.0,,1706.0,1706.0
